代码,简称,基金经理,基金公司,资产规模,评级评分,涨幅评分,业绩评分,综合评分,上海证券评级,招商证券评级,济安金信评级,晨星评级,近3月涨幅,近3月四分位,近6月涨幅,近6月四分位,近1年涨幅,近1年四分位,近2年涨幅,近2年四分位,近3年涨幅,近3年四分位,近5年涨幅,近5年四分位,选证能力,收益率,抗风险,稳定性,择时能力
008318,博道久航混合A,刘玮明,博道,2.22亿元,80.0,98,74.0,78.2,3,4,3,5,4.47%,优秀,22.70%,优秀,22.28%,优秀,6.52%,优秀,-6.59%,优秀,31.68%,良好,75.0,85.0,70.0,75.0,85.0
008372,富国阿尔法两年持,于洋,富国,8.70亿元,80.0,44,73.0,72.2,3,3,4,5,-2.26%,良好,4.31%,不佳,2.35%,不佳,-11.23%,良好,-10.92%,优秀,40.36%,优秀,75.0,70.0,75.0,75.0,60.0
008319,博道久航混合C,刘玮明,博道,2.19亿元,76.0,98,74.0,77.0,3,3,3,5,4.34%,优秀,22.39%,优秀,21.67%,优秀,5.47%,优秀,-7.97%,优秀,28.43%,良好,75.0,85.0,70.0,75.0,85.0
008373,华泰柏瑞景气回报,吴邦栋,华泰柏瑞,1.48亿元,80.0,52,75.0,74.2,5,3,4,4,-1.55%,良好,9.56%,一般,12.80%,一般,-13.95%,良好,-19.58%,良好,35.48%,良好,75.0,80.0,75.0,75.0,70.0
007067,浦银安盛先进制造,李浩玄,浦银,2.02亿元,72.0,94,77.0,77.2,1,3,4,5,6.65%,优秀,16.34%,良好,26.14%,优秀,0.23%,优秀,1.87%,优秀,28.57%,良好,100.0,90.0,75.0,80.0,50.0
009062,财通智慧成长混合,金梓才,财通,1.86亿元,76.0,100,69.0,74.2,4,5,4,3,22.09%,优秀,45.56%,优秀,68.40%,优秀,16.90%,优秀,-0.57%,优秀,---,,80.0,100.0,60.0,60.0,90.0
008251,汇安宜创量化精选,柳预才,汇安,0.23亿元,84.00000000000001,86,76.5,79.69999999999999,3,4,4,5,-0.88%,良好,13.93%,良好,17.10%,良好,-7.70%,优秀,-14.92%,优秀,36.85%,优秀,80.0,85.0,75.0,75.0,75.0
008099,广发价值领先混合,林英睿,广发,27.22亿元,84.00000000000001,51,72.5,73.8,3,4,4,5,3.18%,优秀,16.45%,良好,11.09%,一般,-20.66%,一般,-15.58%,优秀,---,,95.0,80.0,70.0,70.0,60.0
009487,光大瑞和混合C,王明旭,光大保德信,0.07亿元,80.0,84,80.0,80.4,5,3,4,4,-3.39%,一般,8.76%,一般,24.46%,优秀,-6.40%,优秀,-7.45%,优秀,---,,70.0,85.0,80.0,75.0,90.0
009376,景顺长城成长领航,杨锐文,景顺长城,9.72亿元,76.0,100,68.0,73.6,5,4,4,3,1.58%,优秀,24.44%,优秀,22.76%,优秀,3.86%,优秀,-14.76%,优秀,---,,80.0,75.0,65.0,60.0,75.0
860010,光大阳光对冲6个,陈韵骋,上海光大证券,0.02亿元,80.0,46,81.5,77.5,5,4,3,4,1.13%,良好,1.28%,不佳,3.27%,不佳,6.34%,优秀,5.66%,优秀,---,,70.0,75.0,85.0,85.0,75.0
009592,博时研究精选持有,蔡滨,博时,0.43亿元,84.00000000000001,72,77.5,78.9,4,3,4,5,-3.54%,一般,3.52%,一般,12.86%,良好,-2.29%,良好,-14.45%,良好,---,,75.0,75.0,80.0,80.0,65.0
004202,华夏泰兴混合A,宋洋,华夏,4.33亿元,80.0,42,88.5,81.3,5,3,4,4,0.73%,一般,1.55%,不佳,4.43%,不佳,6.81%,优秀,5.31%,优秀,30.32%,优秀,60.0,75.0,95.0,100.0,80.0
009138,嘉实瑞成两年持有,张金涛,嘉实,7.55亿元,80.0,83,76.0,77.89999999999999,5,4,3,4,0.15%,良好,12.23%,良好,19.37%,良好,-3.34%,优秀,-19.41%,良好,---,,80.0,85.0,75.0,75.0,70.0
009669,长信量化价值驱动,姚奕帆,长信,7.97亿元,80.0,82,79.5,79.89999999999999,3,3,4,5,-3.96%,一般,10.29%,良好,19.72%,良好,1.72%,优秀,-2.31%,优秀,---,,85.0,90.0,80.0,75.0,65.0
009054,圆信永丰沣泰混合,党伟,圆信永丰,0.13亿元,76.0,80,81.0,79.4,5,4,4,3,-0.65%,不佳,11.66%,优秀,18.05%,优秀,6.01%,优秀,5.64%,优秀,---,,90.0,85.0,80.0,80.0,75.0
009701,长江添利混合C,漆志伟,长江证券(上海)资管,0.70亿元,80.0,100,86.0,85.6,5,3,4,4,1.71%,优秀,8.17%,优秀,12.68%,优秀,11.15%,优秀,8.58%,优秀,---,,100.0,85.0,85.0,85.0,80.0
009092,富国新材料新能源,徐智翔,富国,5.18亿元,76.0,100,60.5,69.1,4,4,5,3,27.98%,优秀,53.74%,优秀,38.82%,优秀,6.27%,优秀,6.00%,优秀,---,,60.0,65.0,55.0,55.0,95.0
009591,博时研究精选持有,蔡滨,博时,3.87亿元,84.00000000000001,72,77.5,78.9,4,3,4,5,-3.34%,一般,3.95%,一般,13.78%,良好,-0.71%,良好,-12.36%,良好,---,,75.0,75.0,80.0,80.0,65.0
008955,交银创新领航混合,郭斐,交银,25.02亿元,88.00000000000001,86,81.0,83.6,4,4,4,5,2.45%,优秀,6.64%,一般,16.70%,良好,-5.84%,优秀,-13.30%,优秀,---,,95.0,85.0,80.0,80.0,70.0
010301,达诚成长先锋混合,吴昊阳,达诚,0.33亿元,84.00000000000001,39,78.0,75.9,4,4,3,5,-3.63%,一般,2.30%,不佳,7.17%,一般,-9.71%,良好,-16.86%,优秀,---,,75.0,75.0,80.0,80.0,70.0
009797,大成汇享一年持有,徐雄晖,大成,0.02亿元,80.0,82,83.5,82.3,4,3,5,4,1.44%,良好,3.58%,一般,8.96%,良好,7.84%,优秀,8.48%,优秀,---,,85.0,80.0,85.0,85.0,75.0
010114,华宝新兴成长混合,陈怀逸,华宝,2.60亿元,84.00000000000001,88,75.5,79.3,5,4,4,4,-3.82%,一般,16.85%,良好,22.94%,优秀,-2.41%,优秀,-8.96%,优秀,---,,75.0,80.0,75.0,70.0,80.0
009327,东兴兴晟混合A,李晨辉,东兴,0.35亿元,80.0,66,71.5,73.5,3,4,5,4,1.05%,优秀,15.08%,良好,9.89%,一般,-4.03%,优秀,-4.46%,优秀,---,,70.0,70.0,70.0,70.0,85.0
009596,泰康创新成长混合,薛小波,泰康,6.58亿元,80.0,89,76.0,78.5,5,4,3,4,-0.17%,良好,11.56%,良好,23.26%,优秀,-5.10%,优秀,-20.66%,良好,---,,85.0,85.0,75.0,70.0,70.0
010246,华泰柏瑞量化先行,田汉卿,华泰柏瑞,2.04亿元,80.0,90,75.0,78.0,4,3,5,4,-1.22%,良好,17.64%,优秀,15.96%,良好,-4.74%,优秀,-10.41%,优秀,---,,80.0,80.0,75.0,70.0,70.0
010312,中银金融地产混合,刘腾,中银,0.24亿元,84.00000000000001,88,80.0,82.0,4,3,4,5,-5.04%,一般,16.12%,良好,27.08%,优秀,2.92%,优秀,-8.86%,优秀,---,,95.0,95.0,80.0,75.0,55.0
009880,安信成长动力一年,聂世林,安信,1.19亿元,80.0,48,72.0,71.99999999999999,3,4,5,4,-8.10%,不佳,7.70%,一般,17.22%,良好,-19.53%,一般,-21.26%,良好,---,,85.0,85.0,70.0,65.0,65.0
009912,九泰天富改革混合,霍霄,九泰,0.01亿元,80.0,90,73.5,77.1,4,3,5,4,1.64%,优秀,14.83%,良好,28.87%,优秀,0.81%,良好,-7.81%,良好,---,,90.0,90.0,70.0,70.0,65.0
009767,安信平稳双利3个,张明,安信,0.11亿元,80.0,92,83.5,83.3,5,3,4,4,1.10%,良好,4.80%,良好,9.26%,优秀,7.66%,优秀,6.60%,优秀,---,,85.0,80.0,85.0,85.0,75.0
010273,嘉实价值长青混合,谭丽,嘉实,38.26亿元,84.00000000000001,75,75.0,77.7,5,4,4,4,-4.71%,一般,5.83%,一般,20.49%,良好,-8.58%,良好,-15.00%,优秀,---,,85.0,90.0,75.0,75.0,50.0
010808,达诚策略先锋混合,吴昊阳,达诚,0.19亿元,80.0,36,78.5,74.69999999999999,3,4,3,5,-3.85%,一般,2.16%,不佳,6.95%,一般,-9.92%,良好,-19.72%,良好,---,,80.0,75.0,80.0,80.0,70.0
010662,富国均衡优选混合,杨栋,富国,41.01亿元,84.00000000000001,96,79.5,82.5,5,4,4,4,1.31%,优秀,17.05%,良好,31.51%,优秀,-0.91%,优秀,-13.37%,优秀,---,,85.0,90.0,80.0,75.0,65.0
010383,宝盈基础产业混合,张天闻,宝盈,3.24亿元,80.0,100,62.5,71.5,3,5,4,4,13.12%,优秀,40.93%,优秀,33.63%,优秀,30.42%,优秀,-0.56%,优秀,---,,75.0,80.0,55.0,60.0,80.0
010995,博时创新经济混合,田俊维,博时,0.85亿元,80.0,63,67.5,70.8,5,3,4,4,-0.28%,良好,17.65%,优秀,8.41%,一般,-12.39%,良好,-7.70%,优秀,---,,60.0,65.0,65.0,70.0,90.0
010994,博时创新经济混合,田俊维,博时,3.83亿元,84.00000000000001,63,68.5,72.60000000000001,5,4,4,4,-0.09%,良好,18.12%,优秀,9.28%,一般,-10.98%,良好,-5.46%,优秀,---,,65.0,70.0,65.0,70.0,90.0
011363,南方兴润价值一年,史博,南方,42.27亿元,80.0,80,80.0,80.0,5,4,3,4,1.19%,良好,8.78%,良好,16.33%,良好,-5.19%,良好,-7.04%,良好,---,,85.0,85.0,80.0,80.0,70.0
010820,安信稳健回报6个,王涛,安信,0.16亿元,80.0,76,83.5,81.69999999999999,5,3,4,4,0.22%,一般,4.93%,良好,7.87%,良好,3.57%,良好,3.19%,良好,---,,80.0,80.0,85.0,85.0,80.0
002264,华夏乐享健康混合,孙明达,华夏,4.48亿元,60.0,12,69.5,60.9,2,2,1,5,-6.57%,不佳,4.61%,一般,-0.85%,不佳,-23.07%,不佳,-21.31%,一般,-9.75%,不佳,65.0,60.0,70.0,70.0,80.0
010819,安信稳健回报6个,王涛,安信,0.33亿元,84.00000000000001,76,84.0,83.19999999999999,5,4,4,4,0.36%,一般,5.24%,良好,8.52%,良好,4.82%,良好,5.07%,良好,---,,85.0,80.0,85.0,85.0,80.0
011393,中欧融益稳健一年,华李成,中欧,2.11亿元,84.00000000000001,86,90.5,88.1,5,4,4,4,2.21%,优秀,3.50%,一般,7.29%,良好,7.94%,优秀,8.00%,优秀,---,,85.0,80.0,95.0,90.0,80.0
011429,前海开源民裕进取,王霞,前海开源,1.71亿元,80.0,39,75.0,72.9,5,3,4,4,-4.68%,一般,-1.82%,不佳,7.79%,一般,-7.22%,优秀,-20.70%,良好,---,,75.0,80.0,75.0,80.0,65.0
011394,中欧融益稳健一年,华李成,中欧,0.18亿元,80.0,86,90.0,86.6,5,3,4,4,2.12%,优秀,3.30%,一般,6.87%,良好,7.07%,优秀,6.70%,优秀,---,,80.0,80.0,95.0,90.0,80.0
010825,天弘创新成长混合,周楷宁,天弘,0.79亿元,80.0,96,77.0,79.79999999999998,5,3,4,4,-0.13%,良好,21.90%,优秀,24.90%,优秀,-3.94%,优秀,-8.32%,优秀,---,,80.0,85.0,75.0,70.0,85.0
011118,汇添富稳健睿选一,吴江宏,汇添富,0.67亿元,84.00000000000001,88,87.0,86.2,5,4,4,4,0.78%,一般,3.66%,良好,9.79%,优秀,6.17%,优秀,8.40%,优秀,---,,90.0,80.0,90.0,85.0,75.0
010743,南方宁悦一年持有,孙鲁闽,南方,0.83亿元,80.0,78,84.0,82.2,4,3,5,4,0.53%,一般,3.04%,一般,8.56%,良好,7.16%,优秀,7.18%,优秀,---,,90.0,80.0,85.0,85.0,75.0
011300,易方达智造优势混,祁禾,易方达,31.71亿元,84.00000000000001,63,79.5,79.2,5,4,4,4,-6.50%,不佳,6.83%,一般,18.18%,良好,-8.47%,良好,-8.18%,优秀,---,,80.0,85.0,80.0,80.0,70.0
010809,达诚策略先锋混合,吴昊阳,达诚,0.24亿元,76.0,36,78.0,73.19999999999999,3,3,3,5,-3.91%,一般,2.04%,不佳,6.72%,一般,-10.29%,良好,-20.22%,良好,---,,75.0,75.0,80.0,80.0,70.0
010846,南方卓越优选3个,李锦文,南方,18.23亿元,80.0,78,75.5,77.1,3,5,4,4,-4.30%,一般,5.66%,一般,16.38%,良好,8.22%,优秀,-6.14%,优秀,---,,85.0,90.0,75.0,75.0,55.0
010824,天弘创新成长混合,周楷宁,天弘,4.03亿元,84.00000000000001,96,77.0,81.0,5,4,4,4,-0.03%,良好,22.14%,优秀,25.41%,优秀,-3.16%,优秀,-7.22%,优秀,---,,80.0,85.0,75.0,70.0,85.0
011153,华宝新兴消费混合,吴心怡,华宝,6.36亿元,80.0,70,77.0,77.19999999999999,3,5,4,4,-8.37%,不佳,11.96%,良好,26.98%,优秀,-11.94%,良好,-17.06%,良好,---,,85.0,95.0,75.0,70.0,70.0
010966,富国成长领航混合,杨栋,富国,37.26亿元,84.00000000000001,100,80.0,83.2,5,4,4,4,1.35%,优秀,18.10%,优秀,32.75%,优秀,-0.27%,优秀,-13.03%,优秀,---,,85.0,95.0,80.0,75.0,65.0
011119,汇添富稳健睿选一,吴江宏,汇添富,0.34亿元,80.0,81,86.5,84.0,5,3,4,4,0.67%,一般,3.46%,一般,9.34%,优秀,5.32%,良好,7.10%,优秀,---,,85.0,80.0,90.0,85.0,75.0
910017,东方红多元策略混,蒋娜,上海东方,0.35亿元,80.0,86,70.5,74.89999999999999,4,5,3,4,-1.33%,一般,21.67%,优秀,36.23%,优秀,-1.55%,良好,-14.46%,良好,---,,90.0,90.0,65.0,65.0,70.0
010663,长江均衡成长混合,徐婕,长江证券(上海)资管,0.20亿元,76.0,90,79.0,79.2,5,4,4,3,-2.20%,良好,17.50%,优秀,20.55%,良好,-4.30%,优秀,-14.54%,优秀,---,,85.0,85.0,80.0,70.0,70.0
011301,易方达智造优势混,祁禾,易方达,10.82亿元,80.0,63,79.5,77.99999999999999,5,3,4,4,-6.59%,不佳,6.61%,一般,17.71%,良好,-9.20%,良好,-9.29%,优秀,---,,80.0,85.0,80.0,80.0,70.0
002015,南方荣光A,郑迎迎,南方,3.81亿元,80.0,40,89.5,81.69999999999999,5,3,4,4,0.53%,一般,0.69%,不佳,4.26%,不佳,4.40%,良好,5.37%,优秀,33.29%,优秀,80.0,75.0,95.0,95.0,75.0
011161,富国质量成长6个,吴栋栋,富国,0.15亿元,80.0,100,73.0,77.8,5,3,4,4,3.97%,优秀,22.21%,优秀,30.24%,优秀,0.03%,优秀,-3.64%,优秀,---,,75.0,85.0,70.0,65.0,85.0
011397,招商瑞和1年持有,尹晓红,招商,0.26亿元,80.0,46,88.5,81.69999999999999,5,3,4,4,1.11%,良好,1.66%,不佳,4.28%,不佳,6.45%,优秀,6.97%,优秀,---,,65.0,75.0,95.0,95.0,80.0
008892,安信价值成长混合,聂世林,安信,0.62亿元,80.0,63,71.5,73.2,4,3,5,4,-6.82%,不佳,8.47%,一般,18.56%,良好,-14.80%,良好,-16.01%,优秀,---,,80.0,85.0,70.0,65.0,65.0
011160,富国质量成长6个,吴栋栋,富国,3.62亿元,84.00000000000001,100,73.5,79.30000000000001,5,4,4,4,4.13%,优秀,22.57%,优秀,31.02%,优秀,1.24%,优秀,-1.88%,优秀,---,,75.0,90.0,70.0,65.0,85.0
011068,华宝资源优选混合,蔡目荣,华宝,3.25亿元,80.0,30,72.0,70.19999999999999,4,3,5,4,-6.22%,不佳,-1.18%,不佳,12.34%,一般,-5.64%,优秀,-3.79%,优秀,---,,75.0,80.0,70.0,75.0,70.0
011826,汇添富健康生活一,张韡,汇添富,6.49亿元,80.0,27,69.0,68.10000000000001,3,3,4,5,-12.21%,不佳,-1.13%,不佳,2.64%,不佳,-16.67%,良好,-6.14%,优秀,---,,65.0,60.0,70.0,65.0,80.0
011827,汇添富健康生活一,张韡,汇添富,1.60亿元,80.0,27,69.0,68.10000000000001,3,3,4,5,-12.30%,不佳,-1.33%,不佳,2.24%,不佳,-17.32%,良好,-7.25%,优秀,---,,65.0,60.0,70.0,65.0,80.0
012124,博道盛彦混合A,张建胜,博道,2.68亿元,80.0,96,77.5,80.1,3,5,4,4,-0.48%,良好,22.09%,优秀,34.30%,优秀,3.75%,优秀,-8.27%,优秀,---,,90.0,95.0,75.0,75.0,65.0
011780,易方达稳泰一年持,张雅君,易方达,0.79亿元,80.0,70,87.0,83.19999999999999,3,3,4,5,1.15%,良好,1.87%,不佳,8.77%,良好,10.63%,优秀,10.28%,优秀,---,,85.0,80.0,90.0,90.0,75.0
011165,富国兴远优选12,林庆,富国,12.24亿元,80.0,96,79.0,81.0,5,3,4,4,1.14%,优秀,10.65%,良好,23.16%,优秀,7.38%,优秀,-10.51%,优秀,---,,85.0,85.0,80.0,80.0,60.0
011866,广发价值增长混合,程琨,广发,12.80亿元,80.0,24,72.5,69.9,3,4,5,4,-6.01%,不佳,3.87%,不佳,9.22%,一般,-12.01%,良好,-17.30%,良好,---,,80.0,70.0,75.0,75.0,50.0
012221,瑞达行业轮动混合,袁忠伟,瑞达,0.49亿元,80.0,82,79.5,79.89999999999999,3,5,4,4,-3.17%,一般,11.59%,良好,19.42%,良好,4.71%,优秀,-4.78%,优秀,---,,85.0,90.0,80.0,75.0,65.0
011164,富国兴远优选12,林庆,富国,28.87亿元,84.00000000000001,96,79.0,82.19999999999999,5,4,4,4,1.31%,优秀,11.00%,良好,23.92%,优秀,8.69%,优秀,-8.87%,优秀,---,,85.0,85.0,80.0,80.0,60.0
011135,广发价值优选混合,王明旭,广发,1.12亿元,80.0,30,79.5,74.69999999999999,5,3,4,4,-8.38%,不佳,2.58%,不佳,12.07%,一般,-7.66%,优秀,-16.46%,优秀,---,,80.0,95.0,80.0,70.0,70.0
011134,广发价值优选混合,王明旭,广发,3.28亿元,84.00000000000001,30,79.5,75.9,5,4,4,4,-8.30%,不佳,2.78%,不佳,12.52%,一般,-6.92%,优秀,-15.45%,优秀,---,,80.0,95.0,80.0,70.0,70.0
010274,嘉实价值长青混合,谭丽,嘉实,2.76亿元,80.0,75,74.5,76.19999999999999,5,3,4,4,-4.81%,一般,5.62%,一般,20.00%,良好,-9.31%,良好,-16.02%,优秀,---,,85.0,85.0,75.0,75.0,50.0
011698,南方均衡回报混合,龙一鸣,南方,2.13亿元,80.0,92,80.0,81.2,3,5,4,4,-0.75%,良好,7.64%,良好,13.19%,优秀,0.63%,优秀,-1.41%,优秀,---,,80.0,85.0,80.0,80.0,75.0
011616,国投瑞银瑞祥C,桑俊,国投瑞银,0.03亿元,80.0,46,89.0,82.0,3,3,4,5,0.68%,良好,1.29%,不佳,4.97%,一般,2.05%,优秀,2.32%,优秀,---,,75.0,75.0,95.0,95.0,75.0
011145,华安汇宏精选混合,李欣,华安,0.41亿元,80.0,100,74.0,78.4,5,3,4,4,3.91%,优秀,29.52%,优秀,49.35%,优秀,21.38%,优秀,6.11%,优秀,---,,75.0,100.0,70.0,60.0,85.0
009740,博时研究臻选持有,吴鹏,博时,2.92亿元,80.0,60,75.0,75.0,3,3,4,5,-4.19%,一般,-2.28%,不佳,14.73%,良好,-1.86%,良好,-13.79%,良好,---,,75.0,75.0,75.0,80.0,70.0
010932,国联安鑫元1个月,张蕙显,国联安,0.00亿元,76.0,100,88.0,85.6,3,3,3,5,2.39%,优秀,7.88%,优秀,14.34%,优秀,11.08%,优秀,11.00%,优秀,---,,90.0,85.0,90.0,85.0,80.0
010931,国联安鑫元1个月,张蕙显,国联安,1.13亿元,76.0,100,88.0,85.6,3,3,3,5,2.43%,优秀,7.97%,优秀,14.53%,优秀,11.43%,优秀,11.53%,优秀,---,,90.0,85.0,90.0,85.0,80.0
012420,广发价值领先混合,林英睿,广发,9.39亿元,80.0,48,72.0,71.99999999999999,3,3,4,5,3.03%,优秀,16.03%,良好,10.35%,一般,-21.64%,一般,-17.11%,良好,---,,90.0,80.0,70.0,70.0,60.0
011637,广发沪港深价值成,李耀柱,广发,9.44亿元,80.0,72,79.0,78.60000000000001,3,5,4,4,-6.54%,不佳,6.53%,一般,28.91%,优秀,-3.73%,优秀,-10.76%,优秀,---,,85.0,95.0,80.0,75.0,55.0
011856,安信均衡成长18,聂世林,安信,3.11亿元,80.0,60,72.0,73.19999999999999,3,4,5,4,-7.13%,不佳,9.10%,一般,19.10%,良好,-16.71%,良好,-19.19%,良好,---,,85.0,85.0,70.0,65.0,65.0
011376,华宝安享混合A,林昊,华宝,2.02亿元,76.0,70,86.5,81.7,3,3,3,5,1.60%,良好,2.00%,不佳,8.23%,良好,12.66%,优秀,12.26%,优秀,---,,80.0,80.0,90.0,90.0,75.0
012607,汇添富保鑫灵活配,吴江宏,汇添富,1.55亿元,76.0,50,93.0,83.6,3,3,3,5,1.67%,优秀,1.95%,不佳,6.81%,一般,5.47%,优秀,4.85%,优秀,---,,75.0,80.0,100.0,95.0,80.0
012660,华安新乐享灵活配,张瑞,华安,1.92亿元,80.0,62,90.0,84.2,3,3,4,5,1.48%,优秀,3.93%,一般,6.25%,一般,7.61%,优秀,8.92%,优秀,---,,85.0,75.0,95.0,95.0,75.0
012225,嘉实优势精选混合,胡宇飞,嘉实,11.20亿元,80.0,69,79.0,78.30000000000001,3,5,4,4,-6.51%,不佳,8.84%,一般,22.99%,优秀,-10.00%,良好,-15.02%,优秀,---,,90.0,90.0,80.0,75.0,55.0
012640,鹏华稳健鸿利一年,伍旋,鹏华,0.69亿元,76.0,82,77.5,77.5,3,3,3,5,-1.94%,良好,8.11%,一般,20.32%,良好,4.99%,优秀,1.58%,优秀,---,,90.0,95.0,75.0,80.0,60.0
009622,中欧心益稳健6个,黄华,中欧,2.87亿元,80.0,70,91.0,85.6,5,3,4,4,1.04%,良好,1.78%,不佳,7.55%,良好,6.00%,优秀,5.22%,优秀,---,,90.0,80.0,95.0,95.0,75.0
011250,嘉实稳裕混合C,王亚洲,嘉实,7.77亿元,76.0,70,93.5,85.9,3,3,3,5,1.14%,良好,1.61%,不佳,6.75%,良好,10.75%,优秀,11.50%,优秀,---,,80.0,80.0,100.0,95.0,80.0
012951,汇添富鑫享添利六,吴江宏,汇添富,0.41亿元,76.0,92,87.0,84.2,3,3,3,5,1.56%,良好,4.01%,良好,10.71%,优秀,6.42%,优秀,8.77%,优秀,---,,90.0,80.0,90.0,85.0,75.0
012719,华夏新兴经济一年,孙轶佳,华夏,13.77亿元,76.0,88,72.5,75.1,3,3,3,5,-5.57%,一般,11.87%,良好,25.19%,优秀,-2.23%,优秀,0.11%,优秀,---,,85.0,85.0,70.0,70.0,65.0
012715,长盛成长价值混合,王宁,长盛,0.91亿元,76.0,46,79.5,75.1,3,3,3,5,-2.86%,良好,2.29%,不佳,11.15%,一般,5.21%,优秀,3.98%,优秀,---,,80.0,85.0,80.0,80.0,70.0
008715,景顺长城价值驱动,鲍无可,景顺长城,3.78亿元,76.0,72,79.5,77.7,3,3,3,5,-3.97%,一般,0.19%,不佳,20.97%,优秀,24.20%,优秀,37.05%,优秀,---,,85.0,90.0,80.0,80.0,60.0
012533,嘉实价值驱动一年,谭丽,嘉实,29.15亿元,76.0,82,72.0,74.2,3,3,3,5,-2.57%,良好,7.39%,一般,20.09%,良好,-2.85%,优秀,-7.16%,优秀,---,,85.0,85.0,70.0,75.0,55.0
011834,大成投资严选六月,徐彦,大成,1.75亿元,76.0,96,81.0,81.0,3,3,3,5,3.14%,优秀,14.52%,良好,23.59%,优秀,20.08%,优秀,20.34%,优秀,---,,95.0,90.0,80.0,80.0,65.0
012534,嘉实价值驱动一年,谭丽,嘉实,1.86亿元,76.0,82,72.0,74.2,3,3,3,5,-2.72%,良好,7.07%,一般,19.39%,良好,-4.00%,优秀,-8.80%,优秀,---,,85.0,85.0,70.0,75.0,55.0
011555,海富通欣利混合C,江勇,海富通,0.29亿元,76.0,100,80.5,81.1,3,3,3,5,3.76%,优秀,13.39%,优秀,18.23%,优秀,10.73%,优秀,15.36%,优秀,---,,90.0,85.0,80.0,80.0,70.0
011554,海富通欣利混合A,江勇,海富通,0.51亿元,76.0,100,80.5,81.1,3,3,3,5,3.82%,优秀,13.40%,优秀,18.36%,优秀,11.07%,优秀,15.94%,优秀,---,,90.0,85.0,80.0,80.0,70.0
012955,国寿安保稳盛6个,吴闻,国寿安保,1.74亿元,76.0,80,86.5,82.7,3,3,3,5,-0.34%,不佳,6.29%,优秀,11.68%,优秀,9.92%,优秀,9.78%,优秀,---,,75.0,85.0,90.0,85.0,80.0
012956,国寿安保稳盛6个,吴闻,国寿安保,1.21亿元,76.0,80,86.5,82.7,3,3,3,5,-0.44%,不佳,6.10%,优秀,11.29%,优秀,9.15%,优秀,8.62%,优秀,---,,75.0,85.0,90.0,85.0,80.0
011249,嘉实稳裕混合A,王亚洲,嘉实,6.97亿元,76.0,70,94.0,86.2,3,3,3,5,1.23%,良好,1.76%,不佳,6.98%,良好,11.26%,优秀,12.45%,优秀,---,,85.0,80.0,100.0,95.0,80.0
012940,中泰星元灵活配置,姜诚,中泰证券(上海)资管,13.04亿元,76.0,78,77.0,76.8,3,3,3,5,-3.06%,一般,6.77%,一般,18.31%,良好,2.63%,优秀,8.08%,优秀,---,,90.0,90.0,75.0,75.0,65.0
012610,安信稳健汇利一年,李君,安信,5.38亿元,76.0,55,84.0,78.7,3,3,3,5,0.51%,一般,4.10%,良好,6.73%,一般,4.41%,良好,7.42%,优秀,---,,95.0,75.0,85.0,85.0,75.0
012609,安信稳健汇利一年,李君,安信,11.94亿元,76.0,79,84.5,81.4,3,3,3,5,0.61%,一般,4.31%,良好,7.17%,良好,5.25%,良好,8.71%,优秀,---,,95.0,80.0,85.0,85.0,75.0
012202,中加消费优选混合,何英慧,中加,1.86亿元,76.0,44,76.5,73.10000000000001,3,3,3,5,-0.67%,良好,10.58%,良好,12.43%,一般,-19.79%,一般,-16.92%,良好,---,,65.0,75.0,75.0,75.0,100.0
012203,中加消费优选混合,何英慧,中加,0.19亿元,76.0,40,76.5,72.7,3,3,3,5,-0.87%,良好,10.13%,一般,11.53%,一般,-21.08%,一般,-18.90%,良好,---,,65.0,75.0,75.0,75.0,100.0
012641,鹏华稳健鸿利一年,伍旋,鹏华,0.04亿元,76.0,82,77.5,77.5,3,3,3,5,-2.13%,良好,7.55%,一般,19.21%,良好,3.19%,优秀,-0.95%,优秀,---,,90.0,95.0,75.0,80.0,60.0
003693,大成景尚灵活配置,孙丹,大成,5.10亿元,80.0,60,94.0,86.4,5,3,4,4,1.56%,优秀,3.39%,一般,7.56%,一般,7.53%,优秀,7.18%,优秀,26.02%,良好,90.0,80.0,100.0,95.0,75.0
012701,安信民安回报一年,张翼飞,安信,1.24亿元,76.0,76,80.5,78.69999999999999,3,3,3,5,-1.12%,不佳,4.64%,良好,11.23%,优秀,7.63%,优秀,12.22%,优秀,---,,90.0,85.0,80.0,80.0,70.0
013141,中信保诚弘远混合,吴一静,中信保诚,17.43亿元,76.0,66,80.0,77.39999999999999,3,3,3,5,-3.74%,一般,-1.23%,不佳,13.83%,良好,1.28%,优秀,-3.96%,优秀,---,,80.0,90.0,80.0,80.0,70.0
012943,广发稳睿六个月持,王予柯,广发,6.63亿元,76.0,92,88.0,84.8,3,3,3,5,0.92%,良好,3.64%,良好,14.56%,优秀,17.89%,优秀,17.94%,优秀,---,,90.0,90.0,90.0,85.0,75.0
012953,华泰柏瑞恒利混合,何子建,华泰柏瑞,3.09亿元,76.0,72,83.5,80.10000000000001,3,3,3,5,-0.26%,不佳,3.08%,一般,9.45%,优秀,11.28%,优秀,16.25%,优秀,---,,85.0,80.0,85.0,85.0,75.0
002768,华安安进灵活配置,贺涛,华安,0.95亿元,84.00000000000001,62,79.5,79.10000000000001,5,4,4,4,-7.17%,不佳,12.43%,良好,28.96%,优秀,-4.33%,良好,-6.99%,良好,21.97%,一般,80.0,95.0,80.0,70.0,70.0
